"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22"
9.6482846195846,14.798331758514,16.0874392076553,17.4758383487191,20.8061400051384,31.2318767921654,32.0042833814483,33.4587564306568,36.5152913500986,41.0381925708246,41.9918742644957,43.5231165593615,44.5399892669792,55.9141035030035,56.4715379675762,58.1588503328475,58.7965751471436,59.6921869330704,62.5295137436983,64.1302790566629,66.6495342438154,67.9992517213397
6.20505879346504,8.3320002604771,10.9502611744994,13.2702923111813,17.4968703289117,19.4758429470325,20.5231008163439,30.1304693253476,31.9868588896156,34.7518126119654,36.9829524246886,39.1005631435554,40.7439627911126,42.7007872604393,55.6431321296668,60.753622198852,66.9250331525555,0,0,0,0,0
8.94356561174692,12.9481805261098,18.4499862232436,21.9086559488075,32.3200772670198,37.0237228830213,40.1615052652864,44.6673304275202,55.951862624681,60.2701244295795,60.9206884292001,65.1932028998193,68.7075686085378,0,0,0,0,0,0,0,0,0
7.19768317022548,10.0034852633986,10.9397964927156,13.9912169984907,17.494379790506,21.9615501715176,31.2515097358222,35.2109388632387,38.0042074609144,41.0372857383975,45.9845997502452,57.3913420852697,0,0,0,0,0,0,0,0,0,0
10.8445754788808,13.5049287442524,15.5133051484122,20.0386243698992,26.2498471970818,30.0184041362338,34.7863961194117,36.5426373185803,38.4508240339764,42.0657122348391,0,0,0,0,0,0,0,0,0,0,0,0
10.0348139936931,17.969183456008,20.9881719385587,40.008388130016,41.9948739327156,44.9229506477918,54.9734801774623,60.3376783880658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.64837715756298,11.4495963806481,13.1956633058736,15.7172584971933,16.8804461751606,18.3861660893991,23.1255577072414,32.9777225779743,37.3376416673143,41.3050212886069,42.969687769694,44.8328307286362,46.6046265277622,56.9634824634191,57.7467560339753,58.6993353228,62.7399046587074,67.4646657998146,71.0710202377404,0,0,0
8.54333912076939,12.9735057799515,14.8906747387047,18.5119660556876,27.6416453970576,30.2112206132591,32.8130282772933,34.7580553792391,38.8403913849508,41.6431489446897,51.6899574825926,54.3948281507835,57.0150588145484,58.8527024510072,62.512653559883,65.6521688340115,0,0,0,0,0,0
6.4890377468057,12.9813728068531,15.335244462892,20.1683541186184,21.9993549458346,30.4873464019099,34.0019666991456,37.4963704385599,39.3312980204655,42.9758835996983,46.0101592806438,53.9943154268082,56.0094271417144,57.974358604859,64.0048948707554,67.4975017807813,0,0,0,0,0,0
10.5188083689209,12.5234427387118,14.8865582498011,20.8140914199444,21.226881189863,23.2399052675217,34.1591814129834,37.9776272561626,42.771472697151,46.203966578698,56.9785166526856,62.6665808400707,65.280452084417,69.0951154517358,0,0,0,0,0,0,0,0
10.1410598398984,14.3483811318949,19.6241716743559,33.0568076737315,39.8509192950618,42.591388110427,57.0090914973405,62.5060316332447,66.2443656038003,0,0,0,0,0,0,0,0,0,0,0,0,0
8.77194037116376,12.7294653550382,15.5057957711033,16.8648675317774,19.7548001391548,31.2310587333547,35.7398369488597,39.4359754865513,41.1795168115976,43.3562016972724,44.6829147525279,54.9258116880389,59.7769649066653,63.4478811248013,67.4541356532073,68.5644117135648,69.4303697481873,0,0,0,0,0
8.68145121621922,11.286447031444,15.5295101061756,21.1112482692338,21.424798617298,33.9799041534185,36.1114233831649,41.2482594768285,44.1934809900549,55.9463305947534,60.5711717713556,61.3841261124022,65.799408834408,67.3556292789319,68.895749862013,0,0,0,0,0,0,0
9.00569838911676,12.5205023462672,13.7072030574254,18.0786747542012,34.0883627725224,37.7752016965756,40.4581054222778,42.282856078759,43.9682442163182,46.0015352050692,57.387471628273,60.6196940959247,65.1177587499789,68.3130081849994,0,0,0,0,0,0,0,0
4.18854508484102,8.8742625607778,13.162121070616,16.2045132480357,16.9943177698302,26.5428169607765,30.2545367925387,33.815738538377,39.5738295587279,40.8898380011345,41.9850012370547,44.7788419307261,53.3706145152731,56.9236196110838,61.201275693088,64.7651632744635,0,0,0,0,0,0
