"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22"
9.59503012648316,15.34587115307,16.0066620889989,17.2435400591959,20.1161319871307,31.1726643895878,31.9947155494405,33.4167101400036,37.5428743655658,40.8503761286158,41.8231356764252,43.7664226149058,44.9106787907549,55.4489874497889,56.0282436740857,57.8586507196991,58.3623753081941,59.7016346054644,63.4503667028924,63.96094101013,66.0890076880168,67.6043399986846
5.9046035241363,8.15832542872658,11.1440494014028,13.1583794991176,17.8084971659271,19.6290568601203,20.4339771999624,30.0560440109516,31.7268505112371,34.9426919079833,37.6493856985877,39.7024183863915,40.8735730495251,42.4404252814898,55.5894492727709,60.7808773998203,68.3000426828946,0,0,0,0,0
9.04534923128067,13.0830579641181,18.6875760207197,22.0626325451586,32.4272901223713,35.0169401347006,37.2020542147188,44.8634216797742,56.0136000532291,60.3018505562531,61.0868875260855,64.9336841344815,69.8940403370631,0,0,0,0,0,0,0,0,0
6.95173634216175,9.66724414089427,10.4950805907213,13.6540648468292,18.1994227534289,22.1547492706335,31.1302353079934,35.4668777420382,37.9760900742793,40.9626619176211,45.9984156674015,57.7778853463673,0,0,0,0,0,0,0,0,0,0
9.90728688594083,12.7626588773048,14.9309224686583,19.8772243817641,25.1527280165117,27.9777371222662,33.745297945539,37.0130175673287,37.4910867200532,41.5981131999517,0,0,0,0,0,0,0,0,0,0,0,0
11.4527058346684,17.1973400103396,20.6439619154765,40.4534200538595,43.0718078041625,44.7326906243794,54.9473123113525,59.9760128897892,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.59368398281091,10.582265384096,12.9794301731375,15.2415840753565,17.0610172882363,18.9737853407233,21.6240702222633,33.1644931454574,37.3574857123079,41.085280268883,41.2602620663656,44.6124291348537,46.1489904888421,57.096532567201,57.6102295635622,57.8285303203743,62.6243599155078,67.3158367323056,71.8708655640279,0,0,0
8.35436382858232,12.81339949171,14.8062846665248,18.3535060936081,27.4575571646914,29.9040295000288,32.6129518236677,33.5013298561214,38.7171286912798,41.477310253592,51.506917585116,55.2458578682919,56.7325125106525,56.8893230528891,62.3529743396334,65.505653896155,0,0,0,0,0,0
6.33289522968805,13.3113506736779,15.3760151458433,20.3080186933817,21.8221876588477,30.1204984544114,33.824651532952,37.3310027056976,39.4570621422313,43.062055092509,45.6850566921841,53.7485842999801,55.7730339074399,57.6766711406385,63.9422737969333,69.9974774709574,0,0,0,0,0,0
10.6530901638552,12.5336382563361,14.9148767975369,22.8427884281907,21.0215631973518,23.1121679291003,33.8698832802833,37.9081525027659,41.3652798632492,43.390685584484,56.4816549483118,62.5530282535505,64.6388412785781,69.0097393863536,0,0,0,0,0,0,0,0
9.94917734355242,15.2653529720282,19.9362720230482,32.9649854231001,38.6019899544794,40.6344117849626,56.5591921385952,61.8177152579409,64.9202704764267,0,0,0,0,0,0,0,0,0,0,0,0,0
8.67178360847629,12.6006995896165,15.4462188148797,14.1988225356228,19.6717818871692,31.1514766955791,35.6439741072102,39.3401286789222,41.0112573161605,45.8502395851705,44.9699721300716,54.7439229339604,59.7103534004982,63.33188747526,67.4757304141134,68.9361991261662,69.8898113025314,0,0,0,0,0
8.48119540325566,11.9680846421547,16.2402865385037,21.0930432049915,22.0308409395404,33.7844173296424,35.7513937196786,41.0816040177909,43.8263159160445,55.6921246963698,60.8752105797025,61.1001785642301,66.8194673141568,67.0048061524298,68.0610269075773,0,0,0,0,0,0,0
8.4902750256113,13.5157350700718,12.6918998832501,17.4363167615473,33.865187548932,37.3986842113842,40.0656945302978,41.6263107787413,43.2749384081807,46.3187885673019,55.9954211265292,60.0078269547547,63.5813995395721,68.6698133262894,0,0,0,0,0,0,0,0
3.73868337315078,8.46094224768754,12.7907800866829,16.2947093065973,17.2457157267213,26.1684842037763,29.6117011049449,33.531890972876,39.2108067828868,40.5574180989093,41.6667201131419,44.7593589853188,52.9271511751903,56.7095348346485,60.7771309185451,65.0083993439359,0,0,0,0,0,0
