"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24"
9.71765198140338,10.6019207492437,12.7189927501757,13.6486460704365,13.7103441174625,16.939284659717,18.7784786327538,20.7829827039673,20.8706923286016,20.9721293605651,36.2900790232729,36.7524580734722,37.7333114672022,42.0589737094268,60.2426897181896,62.3197610403536,64.0370091078646,65.8857287271519,69.2851179243087,69.7770739516652,70.3838496551797,0,0,0
7.48180142942702,7.89165123380529,10.4718623116485,12.7826147757602,13.3130357141632,14.9239047422152,18.9707218810811,32.8618953708057,34.6474479505061,36.6134637027574,37.2377452127994,39.153972312361,40.309925497359,41.1034852781129,55.2539122062224,56.9687747905044,58.5880464499678,62.3014957124101,62.355100613374,65.5020851056385,64.9317487889917,0,0,0
10.5467316833649,12.8897214948341,14.2439218089068,16.7458140951448,19.698117848507,33.8036074648238,36.0327227624952,58.9631081183726,62.2949617042064,64.9829098740151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.55952126916111,10.0310180113625,12.8255890034526,17.7982531766028,17.0591159494203,21.2177505757126,31.289393224614,32.7844182706996,38.6352068172281,42.8091933491948,45.2938354340738,56.5491920068447,57.4009497873522,60.8483978613154,64.4936431717591,66.7774455800534,69.6190172935586,0,0,0,0,0,0,0
11.7619951068028,12.6295084846536,15.2648358764517,16.7322186618956,20.3977052202823,20.3660910310931,21.7206353151139,30.0340868292643,31.4523757200533,34.6950807691648,36.85795177343,55.6375440954846,59.9829179918129,60.5239615661208,60.7091468978207,65.0200597921329,66.8256977725851,0,0,0,0,0,0,0
6.85727141091318,8.3724335224707,10.4438468255018,10.6019284006145,12.5458083704185,12.9688490428958,17.4362516791283,16.9017770462589,31.0365282026038,36.9815198007683,37.0528557967985,40.5116022005229,41.7499144338451,40.9104759207106,45.9018124861126,56.1247734459332,58.9369431979766,58.2608884553995,63.8105613666124,64.8927229654541,66.0833364045526,66.3425094508143,69.4276030778736,0
11.0997239216644,13.2141357909857,13.7524585992282,14.7657419741138,17.4615886115782,19.1197157765692,21.0406456102667,24.4370239826119,32.9827542084106,33.2550931877938,35.6059560862046,36.8788941309409,41.2732100741556,42.1369121382342,44.3504274427002,44.5763458703767,57.9466222711309,58.1932558142913,60.2434923940362,62.6292457173049,66.5095937577181,66.8514865985511,67.3034457368847,69.7403884769435
8.23381827976855,10.0780684579261,12.2215292914856,14.4198301725971,16.1932885282541,20.298161623092,22.1944068194853,32.0687769832337,33.1864159477201,38.3553567947659,39.972274506836,42.2855239972864,44.1417282222351,46.3832838481711,56.478837887152,57.7284512347382,60.4743149735657,62.3927568998646,64.0317830402944,66.0967185494323,68.3385990039045,70.1463703127403,0,0
7.70850101355343,10.3255840047158,12.0666918234218,14.2588745268353,16.3107739116572,20.6222268766523,31.4749779684144,33.2315293482556,37.0723409348835,39.9638885141662,43.0701818209436,54.5160430479855,56.9661652016848,58.7162796317465,61.1660372292415,65.2156405874868,67.0483303145631,0,0,0,0,0,0,0
11.4561835321006,14.5523931339841,16.5684894048368,16.8638875427059,19.6040470599474,35.0619469432375,36.3953124587116,38.9161146081621,43.6133198520374,58.4779913718585,60.7280191951648,62.6179747852414,65.044700248054,65.3164366373156,67.5571556849013,0,0,0,0,0,0,0,0,0
10.5207973469393,12.1220820952824,14.0206022067445,15.6510586050972,16.5568821236981,33.6621328593047,35.4975330868594,40.3664184204634,39.9680179740122,57.7364066294002,59.460226064417,61.63943235355,64.8398208051065,67.0097662484543,0,0,0,0,0,0,0,0,0,0
7.57645198547354,7.73484185819193,11.3975057852876,16.4990804902069,16.6692658802808,16.7220601378227,21.0883948373013,31.04882302221,33.0580299033187,34.3796763268589,36.1689134810461,39.2679811891164,42.0321509478566,44.5321047264256,46.2601917188591,54.7851561859011,57.6098700257496,60.7889791746588,62.8195556795163,65.12600305397,67.3835355286756,69.4850612564465,0,0
7.12302880832787,8.58026138159575,11.0509319322377,12.9600250616264,16.2929527685991,15.7456348817735,20.2908079585209,21.663039230112,29.8792626578846,34.0939339445753,36.0840075680132,38.1832345870232,39.7211030846354,41.6434115573443,42.8261493066367,44.9005572456056,55.1979771274675,59.6848159456669,60.3802938817388,60.9996102371576,62.6518657950805,65.7650418704854,0,0
10.0836478216475,15.7149527958701,19.6416670248092,33.5824647539461,35.9851628715495,38.8644525273247,40.4813317809267,44.7012132672088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.32479483518348,9.56657395659779,11.9157022519939,14.5607221333791,16.4756631988947,17.0061251852333,16.5685743944831,19.5659728691042,30.333381869664,32.2405591793415,32.5872555337156,34.5524291635386,34.829649923222,39.9167677610895,39.9589435402808,44.3000356093037,54.565360135644,56.5111696906934,59.8046461453245,61.5309227772879,63.8920698511881,65.9913431968083,68.1292511398073,0
